,Unnamed: 0,sentence,classification,Model
154,154,864942730 1510328189 2246699815 2806018737 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2976033787 2110118862 2968968094 517457164 2976033787 2567005256 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2245277810 4230292477 847961216 1362202978 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2246728737 3537123720 2246728737 3537123720,0,Train
155,155,864942730 1510328189 2246699815 3315826729 847961216 828869727 2246699815 2449343925 847954377 2591264588 847957139 2591432844 2245384272 2251883808 2092489639 3346539298 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 1163048604 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
156,156,3612926680 3632350815 3217380708 2646219661 3218693969 994485099 3217380708 3334525955 3217380708 2139996060 2865977551 2879351795 864942730 1971534293 864942730 1971534293 2968968094 2310811238 2968968094 2117068077 2976033787 1808477881 864674487 1979311206 2246699815 892756502 864942730 1510328189 2976033787 1666919737 2114006677 2238033879 2968968094 1497586409 2976816164 354000409 2968968094 516041383 3217380708 2238101436 3217380708 2850656190 2132511834 2296493092 3217380708 2809361097 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070,0,Train
157,157,864674487 2115476908 2245384272 2835079913 3217380708 2697110228 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 4089138501 2245384272 3908647167 847961216 1868602760 3217380708 4041573576 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3217380708 1445852595 847957139 1083852209 3217380708 2353112200 3218693969 994485099 3217380708 2720313463 2132511834 2297887526 3218693969 2753863138 3218693969 951226070 3217380708 2360741695 3218693969 951226070 3218693969 951226070,0,Train
158,158,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3207567135 3218693969 994485099 2246728737 422715066 2246699815 1738265797 864942730 1510328189 848128881 3012778962 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070,0,Train
159,159,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976033787 1721149895 2968968094 517457164 2976033787 1721149895 3217380708 3889081300 2041434490 1101907775 3217380708 387677124 847957139 1083852209 2092489639 2975126068 2246728737 3657471097 3217380708 2369690741 864942730 10565946 3218693969 994485099,0,Train
160,160,3612926680 3632350815 3217380708 4239037249 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 1913726790 2245900962 551287920 847433064 2551483158 2245384272 2835079913 864674487 2222715027 2246699815 892756502 864942730 1510328189 2976033787 1666919737 2114006677 2238033879 2968968094 1497586409 2976816164 354000409 2968968094 516041383 3217380708 2238101436 3217380708 2850656190 2132511834 2296493092 3217380708 2809361097 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
161,161,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 3603811925 3189457552 3195927545 2968968094 1257718710 2968968094 1276993226 3217380708 2654590245 2130998634 1710622492 847957139 1083852209 2246728737 1861965050,0,Train
162,162,864942730 10565946 3217380708 3974650111 2092489639 3346582092 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 3908647167 847961216 717512901 2246699815 2447826885 864942730 1510328189 847961216 1790668568 3217380708 3918336191 3218693969 951226070 3218693969 951226070 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3217380708 3128759172 2132511834 3727977332 2976816164 1189346528 2245384272 179836431 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 1861965050 849275503 1169352347,0,Train
163,163,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 3182824521 2041434490 1101907775 3217380708 387677124 2092489639 3534637918 3217380708 3820826669 3218693969 951226070 3218693969 951226070 2245273601 2562008222 2245384272 1506993418 2246699815 3315826729 864942730 1510328189 847961216 717512901 2245384272 4203454020 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 1506563592 2246728737 3542456614 847957139 1083852209,0,Train
164,164,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 672299294 2130998634 1710622492 3217380708 2654590245 847957139 1083852209 2968968094 1276993226 2968968094 2119439498 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895,0,Train
165,165,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 3182824521 2041434490 1101907775 3217380708 387677124 2092489639 3534637918 3217380708 3820826669 3218693969 951226070 3218693969 951226070 2245273601 2562008222 2245384272 1506993418 2246699815 3315826729 864942730 1510328189 847961216 1693331843 2976033787 2584514126 2976033787 2974534217 2968968094 517457164 2976033787 2999514534 2968968094 517457164 2976033787 2974534217 2968968094 517457164 2976033787 2999514534 2968968094 517457164 2968968094 517457164 2245384272 1506563592 2246728737 3542456614 847957139 1083852209,0,Train
166,166,2132511834 2297887526 3217380708 2720313463 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 2360741695 3218693969 951226070 3218693969 2753863138 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3908647167 847961216 1868602760 3217380708 4041573576 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3217380708 1445852595 847957139 1083852209,0,Train
167,167,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 3113565243 2041434490 631553871 3217380708 542690499 3189457552 2697642734 2976033787 1676823234 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 847957139 1083852209,0,Train
168,168,864942730 10565946 3217380708 2809361097 2132511834 2296493092 3217380708 2850656190 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2976816164 354000409 2968968094 516041383 2976033787 1666919737 2114006677 2238033879 2968968094 1497586409 2246699815 892756502 864674487 2222715027 2245384272 2835079913 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 864942730 1510328189,0,Train
169,169,864942730 10565946 3217380708 2369690741 2092489639 2975126068 2246728737 3657471097 3217380708 387677124 2041434490 1101907775 3217380708 3889081300 3218693969 994485099 2976033787 1721149895 2968968094 517457164 2976033787 1721149895 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 3207567135 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 422715066 847957139 1083852209,0,Train
170,170,864942730 10565946 3217380708 2510215966 2092489639 2975116251 2246728737 3657471097 3217380708 3128759172 2132511834 3727977332 2976816164 242015912 2968968094 1910766508 2246728737 1861965050 2976033787 1397494279 2968968094 517457164 2976033787 1721149895 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 849275503 1169352347,0,Train
171,171,3612926680 3632350815 3217380708 2646219661 3218693969 994485099 3217380708 3334525955 3217380708 480680885 3351556771 3372400797 2968968094 1142813461 2968968094 2117068077 2976033787 1808477881 864674487 1979311206 2246699815 892756502 864942730 1510328189 2976033787 1666919737 2114006677 2238033879 2968968094 1497586409 2976816164 354000409 2968968094 516041383 3217380708 2238101436 3217380708 2850656190 2132511834 2296493092 3217380708 2809361097 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070,0,Train
172,172,999334238 4068239769 864942730 2228063684 864942730 2228063684 847961216 1229325558 3217380708 4041573576 3218693969 994485099 3217380708 3918336191 847961216 600629739 3217380708 3594646603 2041434490 1100037548 3218693969 725322217 2041434490 1100037548 3217380708 64070612 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070 3217380708 3124581743 2246728737 422715066 2246728737 3835273908,0,Train
173,173,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 3624155 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070,0,Train
174,174,864674487 1963848833 2246699815 892756502 864942730 1510328189 2976033787 1666919737 2114006677 2238033879 2968968094 1497586409 2976816164 354000409 2968968094 516041383 3217380708 2238101436 3217380708 2850656190 2132511834 2296493092 3217380708 2809361097 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2976816164 781609401 2968968094 2119439498 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 2245900962 3717234080 847433064 2551483158,0,Train
175,175,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 3182824521 2041434490 1101907775 3217380708 387677124 2092489639 3346539298 3217380708 3820826669 3218693969 951226070 3218693969 951226070 2245384272 2257970297 2245384272 1510461303 2245384272 1167322652 2246699815 2355616982 864942730 1510328189 848128881 3435152847 2246728737 3818546315 2976033787 1795978025 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 847957139 1083852209,0,Train
176,176,864942730 1510328189 2246699815 2661865929 864942795 1510323402 2245273601 4271371962 847958490 2319223892 3217380708 658142889 2132511834 3727977332 2976816164 1921812927 2968968094 1910766508 3217380708 1842898132 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 1861965050 2246728737 1861965050 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
177,177,3612926680 3632350815 3217380708 2646219661 3218693969 994485099 3217380708 2238101436 3217380708 368531313 3189457552 2950679810 2976816164 2624895325 2968968094 1671770604 2976816164 172434485 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 2246728737 1861965050 2246728737 1861965050 3218693969 951226070 3218693969 951226070,0,Train
178,178,2130998634 1710622492 2976816164 2800285969 3217380708 2706092527 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 3402594617 2041434490 55489393 3217380708 3320534880 847957139 1083852209 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
179,179,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3908647167 847961216 1868602760 3217380708 4041573576 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3217380708 1445852595 847957139 1083852209,0,Train
180,180,3351556771 3372400797 2968968094 1142813461 2968968094 2119439498 2976816164 2436343001 2041434490 631553871 3217380708 1005050423 847957139 1083852209 2246728737 1861965050 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070,0,Train
181,181,864942730 10565946 3217380708 2510215966 2092489639 2975116251 2246728737 3657471097 3217380708 1059124080 2041434490 631553871 2976816164 3702589077 2968968094 1910766508 2245384272 913947419 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 1861965050 847957139 1083852209,0,Train
182,182,864942730 10565946 3217380708 3974650111 2092489639 3346582092 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 3908647167 847961216 717512901 2246699815 2447826885 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3217380708 3128759172 2132511834 3727977332 2976816164 1189346528 2245384272 179836431 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 1861965050 849275503 1169352347,0,Train
183,183,864942730 10565946 3217380708 2809361097 2132511834 2296493092 3217380708 2850656190 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2976816164 354000409 2968968094 516041383 2976033787 1666919737 2114006677 2238033879 2968968094 1497586409 2246699815 892756502 864674487 2222715027 2245384272 2835079913 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189,0,Train
184,184,2132511834 2297887526 3217380708 2720313463 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 2360741695 3218693969 951226070 3218693969 2753863138 2245384272 3624155 2245384272 3624155 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070,0,Train
185,185,3189457552 2697642734 2976033787 1676823234 2968968094 1785683843 3189457552 3203709451 2968968094 1257718710 2968968094 2119439498 2976816164 3113565243 2041434490 631553871 3217380708 542690499 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895,0,Train
186,186,2130998634 1710622492 2976816164 1048460379 2041434490 631553871 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 926483414 847957139 1083852209 2246728737 1861965050 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895,0,Train
187,187,2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 4041573576 847961216 1868602760 2245384272 3908647167 3217380708 4121755354 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 3217380708 1445852595 847957139 1083852209,0,Train
188,188,3189457552 3203709451 2968968094 1257718710 2968968094 2117068077 2976033787 1486598263 864674487 1979311206 2246699815 892756502 864942730 1510328189 2976033787 1666919737 2114006677 2238033879 2968968094 1497586409 2976816164 354000409 2968968094 516041383 3217380708 2238101436 3217380708 2850656190 2132511834 2296493092 3217380708 2809361097 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2968968094 2117068077 2968968094 1257718710,0,Train
189,189,864942730 10565946 3217380708 330223697 2132511834 2296565457 3217380708 352832185 2041434490 1101907775 3217380708 2697110228 3218693969 994485099 2245384272 3624155 2245384272 3624155 3217380708 4121755354 3218693969 994485099 3217380708 2720313463 2132511834 2297887526 3218693969 2753863138 3218693969 951226070 3217380708 2360741695 3218693969 951226070 3218693969 951226070 847957139 1083852209,0,Train
190,190,1016841875 3452535345 3217380708 2424973678 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 1135286194 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2245384272 864365306 1026928756 229168272 2246699815 159143856 847954377 2591264588 847957139 2591432844,0,Train
191,191,3189457552 4194776273 3218693969 3143719699 3218693969 98513984 3218693969 951226070 3217380708 1739267982 2245384272 3906384891 847867887 3073340160 2245384272 3906384891 3217380708 4121755354 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 3624155 3217380708 4089138501 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3217380708 1445852595 847957139 1083852209 2246728737 3824050433,0,Train
192,192,2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 4041573576 847961216 1868602760 2245384272 3908647167 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1445852595 847957139 1083852209,0,Train
193,193,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 2089117413 2092489639 3346582092 3217380708 3974650111 864942730 10565946 2976816164 1189346528 2132511834 3727977332 3217380708 3128759172 849275503 1169352347 2245384272 179836431 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 1861965050,0,Train
194,194,882399112 3337745083 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 3599139274 2976033787 1730555933 2968968094 2117068077 2968968094 1489640315 2114006677 2224578236 2968968094 1489640315 2968968094 2117068077,0,Train
195,195,864942730 10565946 3217380708 2369690741 2092489639 2975126068 2246728737 3657471097 3217380708 387677124 2041434490 1101907775 3217380708 3889081300 3218693969 994485099 2976033787 1721149895 2968968094 517457164 2976033787 1721149895 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 847957139 1083852209,0,Train
196,196,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 2089117413 2092489639 3346582092 3217380708 3974650111 864942730 10565946 2976816164 1709143017 2132511834 3727977332 3217380708 3128759172 849275503 1169352347 2246728737 1861965050 2246728737 1861965050,0,Train
197,197,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 3182824521 2041434490 1101907775 3217380708 387677124 2092489639 3346539298 3217380708 3820826669 3218693969 951226070 3218693969 951226070 2245384272 2257970297 2245384272 1510461303 2245384272 4023654873 864662311 1535166686 847957139 1083852209,0,Train
198,198,2041434490 1101907775 3217380708 3182824521 3217380708 3182824521 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3217380708 2295519362 2092489639 963029399 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
199,199,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 3624155 3217380708 4089138501 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3217380708 1445852595 847957139 1083852209,0,Train
200,200,2041434490 1100037548 3218693969 3776905034 3218693969 951226070 3217380708 2360741695 3217380708 3983062349 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1445852595 847957139 1083852209,0,Train
201,201,2041434490 1101907775 3217380708 3182824521 3217380708 2360741695 3218693969 951226070 3218693969 951226070 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
202,202,3189457552 3203709451 2968968094 1257718710 2968968094 1412710081 2143075994 192851103 2968968094 1412710081 2968968094 1257718710 2245384272 3339740949 2245273601 1674219510 864662311 1542633699 2245384272 4003049590 864674487 2115476908 3217380708 1135286194 3218693969 994485099 3217380708 3207567135 3218693969 951226070 3218693969 951226070 3217380708 3124581743 2246728737 422715066 2246728737 422715066,0,Train
203,203,864942730 10565946 3217380708 330223697 2132511834 2296565457 3217380708 352832185 2041434490 1101907775 3217380708 2697110228 3218693969 994485099 2245384272 3624155 2245384272 1173125914 2246728737 3542456614 847957139 1083852209,0,Train
